
—— fold 1/5 —————————————————————
[eval 00000]  loss = 0.844245
[eval 08890]  loss = -4.936192
[eval 08900]  loss = 2.151629
[eval 08910]  loss = -1.937018
[eval 08920]  loss = -4.406693
[eval 08930]  loss = 0.873444
[eval 08940]  loss = -4.883240
[eval 08950]  loss = 2.372517
[eval 08960]  loss = -3.615373
[eval 08970]  loss = -3.139302
[eval 08980]  loss = -5.054209
[eval 08990]  loss = -3.216276
[eval 09000]  loss = 4.467600
[eval 09010]  loss = -4.699492
[eval 09020]  loss = -0.504035
[eval 09030]  loss = 3.739060
[eval 09040]  loss = -1.069390
[eval 09050]  loss = -4.965375
[eval 09060]  loss = -0.893910
[eval 09070]  loss = -5.099666
[eval 09080]  loss = -1.465088
[eval 09090]  loss = 3.359135
[eval 09100]  loss = -4.087897
[eval 09110]  loss = 3.112418
[eval 09120]  loss = -4.981820
[eval 09130]  loss = -0.744394
[eval 09140]  loss = -2.593178
[eval 09150]  loss = 2.598114
[eval 09160]  loss = -5.105519
[eval 09170]  loss = -0.930779
[eval 09180]  loss = -5.164818
[eval 09190]  loss = -4.940959
[eval 09200]  loss = -0.331893
[eval 09210]  loss = 3.937649
[eval 09220]  loss = 3.228886
[eval 09230]  loss = -4.684115
[eval 09240]  loss = 0.233651
[eval 09250]  loss = -4.876790
[eval 09260]  loss = 2.039957
[eval 09270]  loss = 4.942053
[eval 09280]  loss = -3.930741
[eval 09290]  loss = -2.054629
[eval 09300]  loss = 3.761679
[eval 09310]  loss = -4.320500
[eval 09320]  loss = -3.616657
[eval 09330]  loss = 0.841735
[eval 09340]  loss = -4.920639
[eval 09350]  loss = 3.475183
[eval 09360]  loss = 2.862688
[eval 09370]  loss = -4.353931
[eval 09380]  loss = 0.093001
[eval 09390]  loss = -4.687282
[eval 09400]  loss = 0.471232
[eval 09410]  loss = -3.765971
[eval 09420]  loss = -0.989219
[eval 09430]  loss = -5.095335
[eval 09440]  loss = 1.907726
[eval 09450]  loss = -3.588241
[eval 09460]  loss = -3.886367
[eval 09470]  loss = -1.878486
[eval 09480]  loss = 3.861193
[eval 09490]  loss = -4.873041
[eval 09500]  loss = -1.555727
[eval 09510]  loss = -3.501389
[eval 09520]  loss = 1.710039
[eval 09530]  loss = -4.893650
[eval 09540]  loss = 3.175344
[eval 09550]  loss = 3.981297
[eval 09560]  loss = -4.400802
[eval 09570]  loss = -1.979918
[eval 09580]  loss = -3.278310
[eval 09590]  loss = 1.865953
[eval 09600]  loss = -3.740182
[eval 09610]  loss = -3.825102
[eval 09620]  loss = -5.032684
[eval 09630]  loss = 3.081704
[eval 09640]  loss = 1.298116
[eval 09650]  loss = -3.906599
[eval 09660]  loss = -2.204778
[eval 09670]  loss = 3.810639
[eval 09680]  loss = -0.572284
[eval 09690]  loss = -2.721885
[eval 09700]  loss = -0.277004
[eval 09710]  loss = -4.878556
[eval 09720]  loss = -1.618431
[eval 09730]  loss = 0.941855
[eval 09740]  loss = -3.974241
[eval 09750]  loss = -2.130373
[eval 09760]  loss = 3.771086
[eval 09770]  loss = 1.490524
[eval 09780]  loss = -4.862129
[eval 09790]  loss = 3.178787
[eval 09800]  loss = -5.017942
[eval 09810]  loss = -0.810722
[eval 09820]  loss = -4.937556
[eval 09830]  loss = -3.972113
[eval 09840]  loss = 1.044937
[eval 09850]  loss = -0.073278
[eval 09860]  loss = -2.247192
[eval 09870]  loss = -4.221448
[eval 09880]  loss = 3.104463
[eval 09890]  loss = -5.009656
[eval 09900]  loss = 1.510992
[eval 09910]  loss = -3.635125
[eval 09920]  loss = -3.983259
[eval 09930]  loss = 2.741081
[eval 09940]  loss = -4.809133
[eval 09950]  loss = 3.639513
[eval 09960]  loss = -3.082182
[eval 09970]  loss = 0.456908
[eval 09980]  loss = -5.019423
[eval 09990]  loss = 2.853518
accuracy = 0.652
confusion matrix:
[[125  75]
 [ 64 136]]
              precision    recall  f1-score   support

           0      0.661     0.625     0.643       200
           1      0.645     0.680     0.662       200

    accuracy                          0.652       400
   macro avg      0.653     0.653     0.652       400
weighted avg      0.653     0.652     0.652       400


=== summary ===
fold accuracies: [0.66  0.61  0.658 0.645 0.652]
mean ± std = 0.6449999999999999 ± 0.018234582528810474

Per-sample predictions saved to dualann_qugrad_noisy_cv_results.csv
